"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
"Kyrgyz Republic","917","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,"4.3832836151123","4.83892440795898","5.62152004241943","5.81940507888794","5.63226509094238","6.19181776046753","5.00512886047363","4.9085111618042","6.12655401229858",,,,,"8.48169994354248","8.95121002197266","8.79823875427246","7.78680419921875","7.46541976928711","7.8384575843811","9.21688270568848","9.38102531433105","9.05792999267578","8.58908462524414","8.8811731338501","8.88784790039063","9.64687156677246","8.5640230178833",,,
"Kyrgyz Republic","917","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,"GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,,,,"GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,,
"Slovak Republic","936","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,,,"8.17618656158447","7.42615556716919","7.0391526222229","7.32153987884521","6.71472311019897","6.84635496139526","7.14163017272949","6.91630744934082","7.30811166763306","7.5948486328125","7.68476581573486","7.28109884262085","6.56564569473267","6.73769950866699","6.58593320846558","6.13313341140747","6.60675477981567","5.88196563720703","6.30785512924194","6.58338117599487","6.79791975021362","6.69158744812012","7.00537300109863","7.07199573516846","7.27382564544678",,,
"Slovak Republic","936","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,,,"OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"Cape Verde","624","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,,,,,,,,,,,,"6.15760326385498","12.0323429107666","8.7564640045166","9.09096527099609","9.55512523651123","8.06244564056396","8.49684619903564","7.92876386642456","6.83255910873413","6.87428569793701","6.48545789718628","7.19546890258789","7.05438470840454","7.70072174072266","9.0362606048584","8.41229248046875",,,
"Cape Verde","624","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,,,,,,,,,,,,"OECD | General","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,,
"Afghanistan, I.R. of","512","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,,,,,,,,,,,"0.137145936489105","0.497165083885193","0.439111471176147","1.61965715885162","1.39076638221741","1.32657706737518","2.03291010856628","2.32768559455872","2.27968192100525","1.92110466957092","1.62471497058868","1.35519874095917","1.34794580936432","2.3710241317749","2.60690426826477",,,,,
"Afghanistan, I.R. of","512","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,,,,,,,,,,,"GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash",,,,,
"Mongolia","948","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,"1.96527254581451","1.81876599788666","1.36501944065094","1.59064197540283","2.19945645332336","2.87086415290833","4.32405757904053","4.88060283660889","6.12577390670776","6.25975036621094","5.70227670669556",,,"10.3984432220459",,"5.41533851623535","4.94574928283691","5.91678094863892","8.45910453796387","7.7685661315918","7.48446750640869","6.17142200469971","4.53378534317017","4.76434755325317","5.80597925186157","6.772385597229","6.66902351379395",,,
"Mongolia","948","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,"GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS01 | Central | Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash",,,"GFS14 | General | Accrual/Cash",,"GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","OECD | General",,,
"Malaysia","548","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","1.91205394268036","1.88016414642334","1.87859511375427","1.84917593002319","1.94098138809204","2.00907135009766","1.98047399520874","2.00935769081116","1.24606966972351","1.37008047103882","1.53747856616974","1.91559505462646","2.21459770202637","1.74634671211243","1.32015752792358","1.35395038127899","1.04496657848358","0.953086674213409","1.03828167915344","1.15219759941101","0.980829119682312","0.927559077739716","0.964012980461121","0.974537432193756","0.974851191043854","2.73887991905212","3.76065540313721","3.64363360404968","2.08120226860046","1.42736709117889",,,
"Malaysia","548","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,,
"New Zealand","196","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","8.11583137512207","8.14269161224365","8.29267692565918","8.61311340332031","8.06060409545898","8.09411525726318","8.19455432891846","8.2978687286377","8.43257713317871","8.35774326324463","8.08846950531006","8.18820953369141","8.40405941009521","8.65602874755859","8.56499671936035","8.59457206726074","8.61108779907227","7.96767616271973","8.35383415222168","8.35831642150879","9.30753803253174","9.44938278198242","9.59902000427246","9.31108951568604","9.49068927764893","9.50266265869141","9.36923408508301","9.44277763366699","9.51351261138916","9.53799438476563",,,
"New Zealand","196","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"Lesotho","666","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","7.00536060333252","5.67475700378418","5.36583518981934","5.69209146499634","4.79088592529297","4.91531467437744","3.49492359161377","5.19432210922241","4.78934907913208","4.4205527305603","4.70976400375366","4.39939594268799","4.92578172683716","6.79026794433594","7.62057685852051","6.90418434143066","6.68369197845459","6.76284694671631","6.74875545501709","6.8300256729126","7.53029346466064","7.15865516662598","7.82259178161621","7.29280138015747","7.72671604156494","7.2658543586731","7.22496366500854","7.8820219039917","9.02497100830078","8.82462882995605","7.97008275985718",,
"Lesotho","666","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","GFS01 | General | Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,
"Georgia","915","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,,,"2.31582641601563","3.1254608631134","4.38850736618042","4.0421404838562","4.19372272491455","4.65661287307739","5.18503093719482","5.27692747116089","4.6214714050293","6.21971702575684","8.26463985443115","9.40038394927979","11.297046661377","10.5504875183105","11.0957336425781","10.0959739685059","10.927942276001","11.1663541793823","9.96011257171631","10.5978984832764","10.3300380706787","9.17066192626953","10.1139144897461","9.92593097686768","10.6369895935059","9.17476463317871",,
"Georgia","915","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,,,"GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash",,
"Czech Republic","935","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,"6.47177743911743","6.27820539474487","5.74282121658325","5.88064527511597","5.81241035461426","5.63654136657715","6.10608243942261","5.91860437393188","5.81177520751953","5.76499557495117","5.81734704971313","6.64788055419922","6.54729509353638","6.05311346054077","6.01855516433716","6.44014263153076","6.54037857055664","6.59819078445435","6.80726528167725","6.99735260009766","7.33371829986572","7.35163736343384","7.20533132553101","7.37803983688354","7.58278751373291","7.55200815200806","7.52049493789673",,,
"Czech Republic","935","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,"OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"Norway","142","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","7.55554389953613","7.20806694030762","7.47319173812866","7.84358167648315","8.26253318786621","8.4901647567749","8.37378787994385","8.42781257629395","8.83837223052979","9.14916706085205","8.29207229614258","8.2581033706665","8.33118724822998","8.07188987731934","7.91769027709961","7.7296986579895","7.79897451400757","8.06000232696533","7.10911417007446","7.69036293029785","7.78713607788086","7.58013010025024","7.5593113899231","7.67677640914917","7.79320287704468","8.2293529510498","8.71765995025635","8.63432502746582","8.38284683227539","8.63895320892334",,,
"Norway","142","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"Croatia","960","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,"6.58147764205933","8.31627559661865","8.60293102264404","11.3023586273193","10.8940916061401","10.7884044647217","12.9949541091919","12.3694047927856","12.5436096191406","12.4596757888794","12.704122543335","12.5439786911011","12.2888965606689","12.3605270385742","12.4638557434082","12.2181587219238","12.3932361602783","11.6748743057251","11.7896795272827","11.6594362258911","12.6181154251099","12.9553060531616","12.9053659439087","13.0663166046143","13.1604833602905","13.4168691635132","13.7083854675293","13.9639673233032","13.0785341262817",,
"Croatia","960","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,"GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash",,
"Belize","339","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,,"0.610818147659302","1.10755169391632","6.26211643218994","7.48927307128906","7.10457944869995","5.59372043609619","6.12020015716553","6.19253063201904","6.08853721618652","6.05781984329224","6.66555595397949","8.180006980896","8.95955562591553","9.19537448883057","8.74999809265137","8.21960067749023","9.04605770111084","7.84863471984863","9.05325984954834","7.49561977386475","8.12643432617188","7.98056411743164","8.2346305847168","7.96266937255859","8.46981811523438","9.46708297729492",,,
"Belize","339","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,,"GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"India","534","Goods and Services Tax Revenue in Percent of GDP","RTGS_RM_GDP","Value","4.41887617111206","4.4149169921875","4.22557783126831","3.62179040908813","3.68566846847534","3.41600608825684","3.31253242492676","3.22730898857117","3.13450694084167","3.231281042099","3.33786058425903","3.2936372756958","3.48243808746338","3.54133081436157","3.55202126502991","3.7568142414093","3.77536916732788","3.54533433914185","3.29525780677795","2.68015670776367","2.81013131141663","2.88038563728333","3.28413772583008","3.4458475112915","2.95527601242065","3.70790600776672","4.23469305038452","4.76093673706055","5.3992018699646",,,,
"India","534","Goods and Services Tax Revenue in Percent of GDP","RTGS_RM_GDP","Source Coverage and Accounting Basis","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,,,
"Mexico","273","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","3.15721559524536","3.00210666656494","2.37112998962402","2.1232705116272","2.16327118873596","2.24036049842834","2.30887365341187","2.46686196327209","2.49205660820007","2.63457155227661","2.83260989189148","2.94804000854492","2.92995691299438","3.23344206809998","3.22848701477051","3.32995629310608","3.57989144325256","3.55537033081055","3.70126295089722","3.3528163433075","3.77446556091309","3.66260743141174","3.66668677330017","3.4207010269165","3.81533646583557","3.80792927742004","3.93312120437622","3.72044253349304","3.92053985595703","3.81837844848633",,,
"Mexico","273","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"Gambia, The","648","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","2.89006471633911","2.9612774848938","3.26634073257446","3.12621140480042",,,,,,,,"1.52425241470337","1.79792606830597","1.9332594871521","2.54483509063721","2.65365862846375","2.8538658618927","3.23682165145874","3.1841402053833","3.16759729385376",,,,,,,,"3.42997860908508","3.82157421112061",,,,
"Gambia, The","648","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","GFS14 | Central | Accrual/Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash",,,,,,,,"GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash","GFS01 | Budgetary | Cash",,,,,,,,"GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,,,
"Slovenia","961","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,,,"11.2843465805054","11.4172735214233","11.0177631378174","11.6958780288696","10.6363592147827","8.70328903198242","8.21759510040283","8.49570274353027","8.44222354888916","8.38331985473633","8.47426986694336","8.38803863525391","8.31388664245605","8.32976818084717","7.89517402648926","8.05004501342773","8.0818338394165","7.96914863586426","8.36161327362061","8.39231491088867","8.29404640197754","8.20813083648682","8.09979820251465","8.2144832611084","8.03888130187988",,,
"Slovenia","961","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,,,,"OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"Panama","283","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","1.40320825576782","1.50020611286163","1.67478847503662","1.72693109512329","1.71912395954132","0.990381717681885","0.584661424160004","0.581961512565613","0.568653285503387","0.603934824466705","0.552015721797943","0.525123417377472","0.497432589530945","0.683262705802917","0.795319616794586","0.826932311058044","0.896579504013062","0.962999999523163","2.09378409385681","2.05470371246338","2.60240125656128","3.00468945503235","2.92823505401611","2.78301501274109","2.70674300193787","2.50874519348145","2.6067807674408","2.4578320980072","2.26759386062622","2.17511129379272",,,
"Panama","283","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","GFS01 | Central | Cash","GFS01 | Central | Cash","GFS01 | Central | Cash","GFS01 | Central | Cash","GFS01 | Central | Cash","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","GFS01 | Central | Cash","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General","OECD | General",,,
"Morocco","686","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value","5.33057832717896","5.27898025512695","5.68887138366699","5.43985891342163","5.05150270462036","5.19592905044556",,"5.30590915679932","5.34489059448242","5.15658569335938","5.20129537582397","5.1826000213623","5.69339466094971","6.30738401412964","6.63502311706543","6.60654544830322","7.09080457687378","9.09456825256348","9.78093338012695","8.6397647857666","9.51869678497314","9.86713981628418","10.1825609207153","9.68880462646484","9.60701370239258","9.10300064086914","8.8922643661499","8.89635753631592","8.9149055480957","8.62171363830566",,,
"Morocco","686","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash",,"GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","OECD | General","OECD | General","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash","GFS14 | Budgetary | Accrual/Cash",,,
"Belarus","913","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,"2.38351583480835","1.86887502670288","1.9050498008728","4.95704412460327","4.82009172439575","6.20851516723633","5.84707021713257","5.84508037567139","5.75612211227417","5.27087736129761","5.0472240447998",,,,,,"11.5397634506226","10.6060638427734","10.2794361114502","9.19777297973633","8.90257740020752","9.02129650115967","9.31254386901855","8.71426200866699","9.30787754058838","9.40422058105469","9.30301761627197","9.06272888183594","9.16118812561035",,
"Belarus","913","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Source Coverage and Accounting Basis",,,"GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash","GFS14 | Central | Accrual/Cash",,,,,,"GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash","GFS14 | General | Accrual/Cash",,
"Central African Rep.","626","General Goods and Services Tax Revenue in Percent of GDP","RTGSG_RM_GDP","Value",,,,,,,,,,,,,,,"1.93795025348663",,,,"2.4410297870636","2.65643262863159","3.13393235206604","2.8271312713623","1.26412045955658",,"1.02140200138092","1.88236784934998","1.57982015609741","1.01085150241852","1.6995952129364",,,,
